refind,label,description,class,notes
3116,merivekî,man the daughter should look for to marry,hum,
3117,dilê,heart of the daughter of the king of fairies,abs,
3118,bira,mind of 3116,abs,
3119,sozê,oath of the man the princess will choose to marry,abs,
3120,dengê,voice of the mullah,abs,
3123,derî,a door of the palace,inm,
3124,kurika,anvil,inm,
3125,madê,mood of blacksmith,abs,
3126,kefa,palm of hand of blacksmith,bdp,
3127,agir,fire,inm,
3128,binî,bottom of workbench,loc,
3129,xêr,charity,abs,
3130,guneyê,misdeed,abs,
3131,tuccara,merchants,hum,
3132,pera,money he wants to take from the merchants,mss,
3133,hayat,life,abs,
3134,zêr,all the gold of the merchant,mss,
3135,dinyayê,world,inm,
3136,çawekî,first eye the ointment is rubbed on,bdp,
3137,çarşîyê,the market the blind man will see things in,loc,
3138,şehrekî,town the blind man sees,loc,
3139,insanê,people in the town,hum,
3140,qirikê,neck of the merchant,bdp,
3141,serê,head of blind man,bdp,
3142,çoka,lap of merchant,bdp,
3143,şehrê,outskirts of town,loc,
3144,ZERO,"one of the viziers, probably their leader",hum,
3145,ezan,prayers,abs,only mentioned as zero
3146,hewa,air,inm,
3147,behr,sea,loc,
3148,his,senses,abs,
3149,tesir,effect of the air,abs,
3150,reya,"ways of pleasure, amusement and fun",abs,
3151,suwar,a rider,hum,
